institutionID,name,bic,environmentType,countries,brands,active,businessAccounts,aISAccount,aISAccounts,aISAccountBalances,aISAccountsWithoutBalance,aISTransactions,aISIdentity,aISStatements,pISDomesticSingle,pISDomesticSingleInstant,pISFuturePayment,pISStandingOrder,pISVRP,pISInternationalSingle,pISInternationalFuturePayment,pISInternationalFixedRecurring,pISBulkPayments,singleAuth,preAuth,embedded,domesticSinglePaymentRefund,domesticScheduledPaymentRefund,domesticPeriodicPaymentRefund,internationalSinglePaymentRefund,internationalScheduledPaymentRefund
bassa-vall-isarco,RAIFFEISENKASSE UNTEREISACKTAL CASSA RAIFFFEISEN BASSA VALL ISARCO,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
bassa-venosta,RAIFFEISENKASSE UNTERVINSCHGAU CASSA RAIFFEISEN BASSA VENOSTA,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
bauer-aktiengesellschaft-bank,Bankhaus Bauer Aktiengesellschaft,BHBADES1XXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
bawag,BAWAG PSK / Easybank,BAWAATWWXXX,LIVE,AT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
bawag-sandbox,BAWAG PSK / Easybank Sandbox,BAWAATWWXXX,SANDBOX,AT,,true,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
bbbank-eg,BBBank eG,GENODE61BBB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
bbiplcvolkswagenbank_it,CASSA DI RISPARMIO DI BOLZANO S.P.A.,CRBZIT2B003,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
bbva_es,BBVA,BBVAESMMXXX,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
bcc_abruzzese,Banca di Credito Cooperativo Abruzzese Cappelle sul Tavo - Società coperativa,ICRAITRRC20,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_adria_colli_euganei,Banca Adria Colli Euganei Credito Cooperativo s.c.,CCRTIT2T97A,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_adriatico_teramano,Banca di Credito Cooperativo dell'Adriatico Teramano Società cooperativa,ICRAITRRU60,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_agrigentino,Banca di Credito Cooperativo Agrigentino - Società cooperativa,ICRAITRRUS0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_agro_bresciano,Banca di Credito Cooperativo dell'Agro Bresciano - Società cooperativa,ICRAITRRFZ0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_alberobello_sammichelebari,Banca di Credito Cooperativo di Alberobello e Sammichele di Bari - Società cooperativa,ICRAITRR9E0,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_alta_murgia,Banca di Credito Cooperativo dell'Alta Murgia Società cooperativa,CCRTIT2TMUR,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_alto_tirreno_calabria_verbicaro,Banca di Credito Cooperativo dell'Alto Tirreno della Calabria - Verbicaro (Cosenza) - Società cooperativa,CCRTIT2TATC,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_altofonte_caccamo,Banca di Credito Cooperativo di Altofonte e Caccamo - Società cooperativa,ICRAITRR9H0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_anagni,Banca di Credito Cooperativo di Anagni - Società cooperativa,CCRTIT2TN00,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_ancona_falconara,Banca di Ancona e Falconara Marittima Credito Cooperativo,ICRAITRR2E0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_andria,Banca di Andria di Credito Cooperativo - Soc. coop. Per azioni a responsabilità limitata,ICRAITRRUL0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_anghiari,Banca di Anghiari e Stia - Credito Cooperativo - Società cooperativa,ICRAITRR9L0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_annia_cartura_polesine,Banca Annia Cred. Coop. Cartura e Polesine,CCRTIT2TW00,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_aquara,Banca di Credito Cooperativo di Aquara - Società cooperativa,CCRTIT2TAQU,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_arborea,Banca di Credito Cooperativo di Arborea - Società cooperativa,ICRAITRRA20,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_avetrana,Banca di Credito Cooperativo di Avetrana (TA) - Società cooperativa,ICRAITRR9U0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_banca1897,Banca di Credito Cooperativo di Busto Garolfo e Buguggiate - Società cooperativa,ICRAITRRB80,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_bancater_fvg,BancaTer Credito Cooperativo FVG Società Cooperativa,CCRTIT2TTER,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_bari,Banca di Credito Cooperativo di Bari  - Soc. Coop.,ICRAITRRS40,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_barlassina,Banca di Credito Cooperativo di Barlassina (Milano) - Società cooperativa,ICRAITMMAE0,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_basciano,Banca di Credito Cooperativo di Basciano (TE) - Società cooperativa,ICRAITRR450,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_basilicata_laurenzana_comuni_lucani,BCC Basilicata Credito Cooperativo di Laurenzana e Comuni Lucani Società Cooperativa,ICRAITRRGL0,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_basso_sebino,Banca di Credito Cooperativo del Basso Sebino Società cooperativa,ICRAITRRC50,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_bellegra,Banca di Credito Cooperativo di Bellegra - Società cooperativa,ICRAITRRAL0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_bene_vagienna,Bene Banca Credito Cooperativo di Bene Vagienna (Cuneo) - Società cooperativa,CCRTIT2TBEN,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_bergamasca_orobica,Banca di Credito Cooperativo Bergamasca e Orobica Società cooperativa,ICRAITRRQ40,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_bologna,Banca di Bologna Credito Cooperativo Societa' cooperativa,CCRTIT2TBDB,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_brescia,Banca di Credito Cooperativo di Brescia - Credito Cooperativo di Brescia - Società cooperativa,CCRTIT2TH00,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_brianza,Banca di Credito Cooperativo Brianza e Laghi - Società cooperativa a responsabilità limitata,ICRAITRR950,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_buccino_e_comuni_cilentani,Banca di credito cooperativo di buccino e dei comuni cilentani Società Cooperativa,ICRAITRRTM0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_cagliari,Banca di Credito Cooperativo di Cagliari - Società coop.,ICRAITRRUG0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_canosaloconia,Banca di Credito Cooperativo di Canosa-Loconia società cooperativa,ICRAITRRGU0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_capaccio_paestum,Banca di Credito Cooperativo di Capaccio  Paestum - Società cooperativa,ICRAITRRBZ0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_caraglio_cuneese_della_riviera,"Banca di Caraglio, del Cuneese e della Riviera dei Fiori - Credito Cooperativo - Società cooperativa",CCRTIT2TCAR,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_carate_brianza,Banca di Credito Cooperativo di Carate Brianza - Società cooperativa,CRCBIT22XXX,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_caravaggio_cremasco,Credito Cooperativo di Caravaggio Adda e Cremasco – Cassa Rurale Società Cooperativa,ICRAITRRC90,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_casalgrasso_albano_stura,Banca di Credito Cooperativo di Casalgrasso e Sant'Albano Stura - Società cooperativa,CCRTIT2TCSS,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_cassa_centrale,Cassa Centrale Banca C.C.I. S.p.A.,CCRTIT2T899,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_cassa_padana,Cassa Padana Banca di Credito Cooperativo - Società cooperativa,CCRTIT2TPAD,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_cassa_raiffeisensan_martino_in_passiria,Cassa Raiffeisen di San Martino in Passiria - Società cooperativa,CCRTIT2TSMP,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_cassano_murge_tolve,Banca di Credito Cooperativo di Cassano delle Murge e Tolve - Società cooperativa,CCRTIT2TCSM,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_cassinate_azioni,Banca Popolare del Cassinate Società cooperativa per azioni,POCAIT3CXXX,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_castagneto_carducci_per_azioni,Banca di Credito Cooperativo di Castagneto Carducci - Società cooperativa per azioni,CCRTIT2TCAS,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_castelli_e_degli_iblei,Banca di Credito Cooperativo dei Castelli e degli Iblei - Società cooperativa,CCRTIT2TIBL,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_castelli_romani,Banca di Credito Cooperativo dei Castelli Romani Società cooperativa,CCRTIT2TCRT,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_castiglione,Banca di Credito Cooperativo di Castiglione Messer Raimondo e Pianella - Società cooperativa a responsabilità limitata,ICRAITRRD50,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_catanzarese,Banca del Catanzarese Credito Cooperativo,ICRAITRRUB0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_centro_calabria,Credito Cooperativo Centro Calabria - Società cooperativa,CCRTIT2TCAL,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_centro_emilia,Banca Centro Emilia Credito Cooperativo - Società cooperativa,CCRTIT2TBCE,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_centro_lazio,Banca Centro Lazio Credito Cooperativo Societa Cooperativa,CCRTIT2TBCL,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_centromarca_treviso,Centromarca Banca - Credito Cooperativo di Treviso - Società cooperativa,ICRAITRRKT0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_centropadana,Banca Centropadana - Credito Cooperativo - Società cooperativa,ICRAITRR900,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_centroveneto_bassano,CENTROVENETO BASSANO BANCA - CREDITO COOPERATIVO - SOC. COOP.,CCRTIT2TBCV,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_cherasco,Banca di Credito Cooperativo di Cherasco - Società cooperativa,CCRTIT2TCHE,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_chiantibanca,BCC ChiantiBanca,ICRAITRRIP0,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_circeo_privernate,Banca di Credito Cooperativo del Circeo e Privernate  - Soc. Coop.,CCRTIT2TCIR,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_colli_albani,Banca di Credito Cooperativo dei Colli Albani - Società Cooperativa,ICRAITRRQF0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_conversano,Banca di Credito Cooperativo di Conversano - Società cooperativa,CCRTIT2TT00,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_cortona_per_azioni,Banca Popolare di Cortona - Società cooperativa per azioni,POCSIT31XXX,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_credito_lombardo_veneto,Credito Lombardo Veneto S.p.A.,CRLVIT21,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_cremasca_mantovana,Banca Cremasca e Mantovana Credito Cooperativo,ICRAITRRTW0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_creto_padano,Credito Padano Banca di Credito Cooperativo – Società Cooperativa,ICRAITRRCM0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_degli_ulivi,Banca di Credito Cooperativo degli Ulivi - Terra di Bari - Società cooperativa,ICRAITRRRG0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_della_romagna_occidentale,Banca di Credito Cooperativo della Romagna Occidentale Società cooperativa,CCRTIT2TROC,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_don_rizzo,Banca Don Rizzo- di Credito Cooperativo della Sicilia Occidentale Società cooperativa,ICRAITRRQA0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_elba,Banca dell'Elba Credito Cooperativo -  Soc. Coop.,ICRAITRRT40,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_emil,EMIL BANCA - CREDITO COOPERATIVO – SOCIETA’,ICRAITRRTS0,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_fano,Banca di Credito Cooperativo di Fano Società cooperativa,ICRAITRREF0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_felsinea_dal_1902,BCC Felsinea - Banca di Credito Cooperativo dal 1902 - Società Cooperativa,CCRTIT2TFEL,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_filottrano,Banca di Filottrano - Credito Cooperativo di Filottrano e di Camerano - Società cooperativa,ICRAITRRF90,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_fiorentino_mugello_impruneta,Banco Fiorentino – Mugello Impruneta Signa – Credito Cooperativo,ICRAITRR910,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_flumeri,Banca di Credito Cooperativo di Flumeri - Società cooperativa,CCRTIT2TFLU,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_friuli,Credito Cooperativo Friuli Società cooperativa,ICRAITRRU50,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_friuli_centrale,PrimaCassa Credito Cooperativo FVG,CCRTIT2T99A,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_galileo,BANCA GALILEO,GAEOITM1XXX,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_galileo_spa,Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Società cooperativa,GAEOITM1XXX,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_gambatesa,Banca di Credito Cooperativo di Gambatesa società cooperativa,ICRAITRRFW0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_garda_colli_morenici,BCC del Garda -  Banca di Credito Cooperativo Colli Morenici del Garda - Società cooperativa,ICRAITRRIS0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_gauano_lavello,Banca di Credito Cooperativo di Gaudiano di Lavello - società cooperativa,ICRAITRRFE0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_gtoniolo_san_cataldo,"Banca di Credito Cooperativo ""G.Toniolo"" di San Cataldo - Società coperativa",ICRAITRRQG0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_guber,Guber Banca,GUBEIT21XXX,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_hypo_tirol,Hypo Tirol Bank AG,HYPTIT2BXXX,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_iccrea,Iccrea Banca,ICRAITRRSDG,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_la_marca,Banca della Marca Credito Cooperativo Società cooperativa,ICRAITRRU40,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_la_riscossaregalbuto,Banca di Credito Cooperativo la Riscossa di Regalbuto - Società cooperativa,CCRTIT2TO00,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_la_valle_trigno,Banca di Credito Cooperativo della Valle del Trigno (Mafalda - San Salvo) - Società cooperativa,ICRAITRR59Z,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_la_valsassina,Banca della Valsassina Credito Cooperativo Società cooperativa,ICRAITRREB0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_lajatico,Banca Popolare di Lajatico S.C.P.A.,BLJAIT3LXXX,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_laudense_lodi,Banca di Credito Cooperativo Laudense Lodi (Milano) - Società cooperativa,ICRAITMMM20,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_lazio_nord_per_azioni,Banca Lazio Nord Credito Cooperativo Soc. Coop. Per Azioni,CCRTIT2TVIT,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_le_terre_venete,Banca delle Terre Venete - Credito Cooperativo - Società cooperativa,ICRAITRRB30,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_leverano,Banca di Credito Cooperativo di Leverano (Lecce) Società cooperativa,ICRAITRRGR0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_lezzeno,Banca di credito cooperativo di Lezzeno (Como) società cooperativa,ICRAITRRH60,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_longi_valle_fitalia,BCC Longi - Valle del Fitalia Soc. Coop. r.l.,ICRAITRRPD0,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_malatestiana,Banca Malatestiana Credito Cooperativo  -Società cooperativa,CCRTIT2TMAL,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_marchigiano,Banco Marchigiano Credito Cooperativo,CCRTIT2TCIV,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
bcc_marco_cavoti_esanniocalvi,BANCA DI CREDITO COOPERATIVO DI SAN MARCO DEI CAVOTI E DEL SANNIO,ICRAITRRRP0,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
bcc_marina_ginosa,Banca di Credito Cooperativo di Marina di Ginosa Società cooperativa,ICRAITRRJ40,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
