institutionID,name,bic,environmentType,countries,brands,active,businessAccounts,aISAccount,aISAccounts,aISAccountBalances,aISAccountsWithoutBalance,aISTransactions,aISIdentity,aISStatements,pISDomesticSingle,pISDomesticSingleInstant,pISFuturePayment,pISStandingOrder,pISVRP,pISInternationalSingle,pISInternationalFuturePayment,pISInternationalFixedRecurring,pISBulkPayments,singleAuth,preAuth,embedded,domesticSinglePaymentRefund,domesticScheduledPaymentRefund,domesticPeriodicPaymentRefund,internationalSinglePaymentRefund,internationalScheduledPaymentRefund
ssk-rahden,Stadtsparkasse Rahden,WELADED1RHD,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-remscheid,Stadtsparkasse Remscheid,WELADEDRXXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-rheine,Stadtsparkasse Rheine,WELADED1RHN,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-schwalmstadt,Sparkasse Borken-Schwalmstadt,HELADEF1SWA,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-schwedt,Stadtsparkasse Schwedt,WELADED1UMX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-schwelm,Stadtsparkasse Schwelm,WELADED1SLM,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-solingen,Stadtsparkasse Solingen,SOLSDE33XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-wedel,Stadtsparkasse Wedel,NOLADE21WED,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-wermelskirchen,Stadtsparkasse Wermelskirchen,WELADED1WMK,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-wunstorf,Stadtsparkasse Wunstorf,NOLADE21WST,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-wuppertal,Stadtsparkasse Wuppertal,WUPSDE33XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
stadt-und-kreissparkasse-leipzig,Stadt- und Kreissparkasse Leipzig,WELADE8LXXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
starling,Starling Bank,SRLGGB2LSPS,LIVE,GB,,true,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
starling-sandbox,Starling Sandbox,,SANDBOX,GB,,true,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
starling_ob,Starling Bank Limited,,LIVE,GB,,true,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
starling_ob-sandbox,Starling Bank Limited - Sandbox,,SANDBOX,GB,,true,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
steyler-bank,Steyler Bank GmbH,GENODED1STB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
sudwestbank,Südwestbank AG,SWBSDESSXXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
swedbank_ee,Swedbank - Estonia,HABAEE2XXXX,LIVE,EE,swedbank-se,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
swedbank_lt,Swedbank - Lithuania,HABALT22XXX,LIVE,LT,swedbank-se,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
swedbank_lv,Swedbank - Latvia,HABALV22XXX,LIVE,LV,swedbank-se,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
swedbank_se,Swedbank - Sweden,SWEDSESSXXX,LIVE,SE,swedbank-se,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
sydbank,Sydbank,,LIVE,DK,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
sydbank-sandbox,Sydbank Sandbox,,SANDBOX,DK,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
sylter-bank,Sylter Bank eG,GENODEF1SYL,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
taunus-sparkasse,Taunus Sparkasse,HELADEF1TSK,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
tescobank,Tesco Bank,TPFGGB2EXXX,LIVE,GB,,true,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
tescobank-sandbox,Tesco Bank Sandbox,,SANDBOX,GB,,true,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
thinkmoney,thinkmoney,THKMGB21XXX,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
tide,Tide,CLRBGB22XXX,LIVE,GB,,true,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
tide-sandbox,Tide,CLRBGB22XXX,SANDBOX,GB,,true,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
tirolo,RAIFFEISENKASSE TIROL CASSA RAIFFEISEN TIROLO,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
tomorrow_de,Tomorrow Bank,PSSTFRPPPAR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
triodos-bank,Triodos Bank N.V. Deutschland,TRODDEF1XXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
tsb,TSB Bank plc,TSBSGB2AXXX,LIVE,GB,,true,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
tures-aurina,RAIFFEISENKASSE TAUFERER-ARNTHAL CASSA RAIFFEISEN TURES-AURINA,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
ulsterbank-clearspend_ie,Ulster Bank RI ClearSpend,,LIVE,IE,,true,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
ulsterbank-clearspend_uk,Ulster Bank NI ClearSpend,,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
ulsterbank_uk,Ulster Bank (UK),ULSBGB2BXXX,LIVE,GB,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
ulsterbankbusiness_uk,Ulster Bank Bankline (NI),ULSBGB2BXXX,LIVE,GB,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No
ultimo-pancrazio-lauregno,RAIFFEISENKASSE ULTEN-ST.PANKRAZ LAUREIN - CASSA RAIFFEISEN ULTIMO S.PANCRAZIO-LAUREGNO,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
umwelt,UmweltBank AG,UMWEDE7NXXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
unicaja_banco,Unicaja Banco,UCJAES2MXXX,LIVE,ES,,true,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
unicajabanco-sandbox,Unicaja Banco Sanbox,,SANDBOX,ES,,true,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
unicre-instituicao-financeira-de-credito-sa,Unicre - Instituiçao Financeira de Credito S.A,UIFCPTP1XXX,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
unicre-instituicao-financeira-de-credito-sa-sandbox,Unicre - Instituição Financeira de Crédito S.A SANDBOX,UIFCPTP1XXX,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
unicredit,Banca Credito Italiano (UniCredit),UNCRITMMXXX,LIVE,IT,,true,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
unicredit_at,Bank Austria 24You,,LIVE,AT,,true,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
unicredit_de,HypoVereinsbank (HVB Online Banking),HYVEUS33XXX,LIVE,DE,,true,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
unicreditbusiness_at,Bank Austria UC eBanking Global,,LIVE,AT,,true,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
unicreditbusiness_de,UniCredit eBanking Global by HypoVereinsbank - UniCredit Bank AG,HYVEUS33IBF,LIVE,DE,,true,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
union-bank,UNION-BANK AG,UNBNDE21XXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
unitytrust,Unity Trust Bank,,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
unsere-raiba,Raiffeisenbank Schrozberg- Rot am See eG,GENODES1SBB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
v-mn,Volksbank Mittlerer Neckar eG,GENODES1NUE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
v-vb,"Vereinigte Volksbank eG, Brakel",GENODEM1STM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vakifbank-intl,"VakifBank International AG, Wien ZN Deutschland",TVBADEFFXXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
val-badia,RAIFFEISENKASSE VAL BADIA CASSA RAIFFEISEN VAL BADIA,RZSBIT21008,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
val-sarentino,RAIFFEISENKASSE SARNTAL CASSA RAIFFEISEN VAL SARENTINO,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
vandoies,RAIFFEISENKASSE VINTL CASSA RAIFFEISEN VANDOIES,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
vanquis-bank,Vanquis Bank,VQISGB21XXX,LIVE,GB,,true,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
vanquis-bank-sandbox,Vanquis Bank,,SANDBOX,GB,,true,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
vb-abi,"Volksbank eG, Köthen-Bitterfeld",GENODEF1KOE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-alzey-worms,Volksbank Alzey-Worms eG,GENODE61AZY,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-ascheberg-herbern,Volksbank Ascheberg-Herbern eG,GENODEM1CAN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-bad-saulgau,VR Bank Donau-Oberschwaben eG,GENODES1SLG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-bia,Volksbank Beilstein-Ilsfeld- Abstatt eG,GENODES1BIA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-bocholt,Volksbank Bocholt eG,GENODEM1BOH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-bochumwitten,Volksbank Bochum Witten eG,GENODEM1BOC,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-brandoberndorf,Volksbank Brandoberndorf eG,GENODE51WBO,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-eg,"Volksbank eG, Hildesheim-Lehrte-Pattensen",GENODEF1PAT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-elsen-wewer-borchen,Volksbank Elsen-Wewer-Borchen eG,GENODEM1EWB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-emstal,Volksbank Emstal eG,GENODEF1LTH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-eow,Volksbank Enniger-Ostenfelde-Westkirchen eG,GENODEM1EOW,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-flein-talheim,Volksbank Flein-Talheim eG,GENODES1VFT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-gescher,Volksbank Gescher eG,GENODEM1GE1,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-grebenhain,"Volksbank eG, Grebenhain",GENODE51GRC,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-halle,Volksbank Halle (Saale) eG,GENODEM1HLW,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-heimbach,Volksbank Heimbach eG,GENODED1HMB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-hm,Volksbank in der Hohen Mark eG,GENODEM1DLR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-hohenlimburg,Volksbank Hohenlimburg eG,GENODEM1HLH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-hohenlohe,Volksbank Hohenlohe eG,GENODES1VHL,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-im-hochsauerland,Volksbank im Hochsauerland eG,GENODEM1MAS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-is,Volksbank in Schaumburg und Nienburg eG,GENODEF1BCK,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-iw,Volksbank im Wesertal eG,GENODEF1COP,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-jerichower-land,Volksbank Jerichower Land eG,GENODEF1BRG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-kempen,Volksbank Kempen-Grefrath eG,GENODED1KMP,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-laichinger-alb,Volksbank Alb eG,GENODES1LAI,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-lauterecken,Volksbank Lauterecken eG,GENODE61LEK,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-limbach,Volksbank Limbach eG,GENODE61LMB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-loebau-zittau,Volksbank Löbau-Zittau eG,GENODEF1NGS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-marl-recklinghausen,Volksbank Marl-Recklinghausen eG,GENODEM1MRL,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-mittelhessen,Volksbank Mittelhessen eG,VBMHDE5FXXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-niers,Volksbank an der Niers eG,GENODED1GDL,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-nordhuemmling,Volksbank Nordhümmling eG,GENODEF1BOG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-oberberg,Volksbank Oberberg eG,GENODED1WIL,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-rb,meine Volksbank Raiffeisenbank eG,GENODEF1VRR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-ruhrmitte,Volksbank Ruhr Mitte eG,GENODEM1GBU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-schermbeck,Volksbank Schermbeck eG,GENODEM1SMB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-selm-bork,Volksbank Selm-Bork eG,GENODEM1SEM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-sen,Volksbank Senden eG,GENODEM1SDN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-ue-saw,Volksbank Uelzen-Salzwedel eG,GENODEF1EUB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-ueberherrn,Volksbank Überherrn eG,GENODE51UBH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-vso,Volksbank Vogtland-Saale-Orla eG,GENODEF1PL1,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-westenholz,Volksbank Westenholz eG,GENODEM1WDE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb-westerst,Volksbank Westerstede eG,GENODEF1WRE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vb3,Volksbank Dreiländereck eG,VOLODE66XXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbbh,Volksbank Börßum-Hornburg eG,GENODEF1BOH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbbraunlage,Volksbank Braunlage eG,GENODEF1BLG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbbremennord,Volksbank Bremen-Nord eG,GENODEF1HB2,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbbs,Volksbank Bad Salzuflen eG,GENODEM1BSU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbessen-cappeln,Volksbank eG Emstek Essen Cappeln,GENODEF1ESO,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbeutin,Volksbank Eutin Raiffeisenbank eG,GENODEF1EUT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbfoa,"Volksbank eG, Fredenbeck ",GENODEF1FRB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbga,Volksbank Gronau-Ahaus eG,GENODEM1GRN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbgebhardshain,Volksbank Gebhardshain eG,GENODED1GBS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbgeest,Volksbank Geest eG,GENODEF1APE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbghb,Volksbank Düte-Ems eG,GENODEF1HGM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbgn,Volksbank Geeste-Nord eG,GENODEF1BRV,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
vbhalle,Volksbank Halle (Saale) eG,GENODEF1HAL,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
